Length	Field
2.900290030E-01	1.903360770E-02
2.925292530E-01	1.920632630E-02
2.950295030E-01	1.937912910E-02
2.975297530E-01	1.954898820E-02
3.000300030E-01	1.971131480E-02
3.025302530E-01	1.987373640E-02
3.050305030E-01	2.003625060E-02
3.075307530E-01	2.019885530E-02
3.100310030E-01	2.036154830E-02
3.125312530E-01	2.052432740E-02
3.150315030E-01	2.068719070E-02
3.175317530E-01	2.085013620E-02
3.200320030E-01	2.101316190E-02
3.225322530E-01	2.117626610E-02
3.250325030E-01	2.133944680E-02
3.275327530E-01	2.150270240E-02
3.300330030E-01	2.166603120E-02
3.325332530E-01	2.182943150E-02
3.350335030E-01	2.199290170E-02
3.375337530E-01	2.215644030E-02
3.400340030E-01	2.232004590E-02
3.425342530E-01	2.248371680E-02
3.450345030E-01	2.264745170E-02
3.475347530E-01	2.281124930E-02
3.500350040E-01	2.297510820E-02
3.525352540E-01	2.313902700E-02
3.550355040E-01	2.330300460E-02
3.575357540E-01	2.346703960E-02
3.600360040E-01	2.363113100E-02
3.625362540E-01	2.379527740E-02
3.650365040E-01	2.395947790E-02
3.675367540E-01	2.412373130E-02
3.700370040E-01	2.428803640E-02
3.725372540E-01	2.445239240E-02
3.750375040E-01	2.461679810E-02
3.775377540E-01	2.478125260E-02
3.800380040E-01	2.492274300E-02
3.825382540E-01	2.506124520E-02
3.850385040E-01	2.519990260E-02
3.875387540E-01	2.533871270E-02
3.900390040E-01	2.547767290E-02
3.925392540E-01	2.561678090E-02
3.950395040E-01	2.575603430E-02
3.975397540E-01	2.589543070E-02
4.000400040E-01	2.603496770E-02
4.025402540E-01	2.617464320E-02
4.050405040E-01	2.631445500E-02
4.075407540E-01	2.645440090E-02
4.100410040E-01	2.659447870E-02
4.125412540E-01	2.673468640E-02
4.150415040E-01	2.688518410E-02
4.175417540E-01	2.704290510E-02
4.200420040E-01	2.720075680E-02
4.225422540E-01	2.735873720E-02
4.250425040E-01	2.751684390E-02
4.275427540E-01	2.767507490E-02
4.300430040E-01	2.783342790E-02
4.325432540E-01	2.799190090E-02
4.350435040E-01	2.815049190E-02
4.375437540E-01	2.830919890E-02
4.400440040E-01	2.846801990E-02
4.425442540E-01	2.862695310E-02
4.450445040E-01	2.878599660E-02
4.475447540E-01	2.894514860E-02
4.500450050E-01	2.911404900E-02
4.525452550E-01	2.930571880E-02
4.550455050E-01	2.949741930E-02
4.575457550E-01	2.968914980E-02
4.600460050E-01	2.988090970E-02
4.625462550E-01	3.007269850E-02
4.650465050E-01	3.026451570E-02
4.675467550E-01	3.045636070E-02
4.700470050E-01	3.064823290E-02
4.725472550E-01	3.084013200E-02
4.750475050E-01	3.103205730E-02
4.775477550E-01	3.122400830E-02
4.800480050E-01	3.141598480E-02
4.825482550E-01	3.160798600E-02
4.850485050E-01	3.180001170E-02
4.875487550E-01	3.199206130E-02
4.900490050E-01	3.218413450E-02
4.925492550E-01	3.237623080E-02
4.950495050E-01	3.256834980E-02
4.975497550E-01	3.276049110E-02
5.000500050E-01	3.293956830E-02
5.025502550E-01	3.310462050E-02
5.050505050E-01	3.326979080E-02
5.075507550E-01	3.343507750E-02
5.100510050E-01	3.360047900E-02
5.125512550E-01	3.376599350E-02
5.150515050E-01	3.393161930E-02
5.175517550E-01	3.409735490E-02
5.200520050E-01	3.426319860E-02
5.225522550E-01	3.442914890E-02
5.250525050E-01	3.459520430E-02
5.275527550E-01	3.476136320E-02
5.300530050E-01	3.492762420E-02
5.325532550E-01	3.509398580E-02
5.350535050E-01	3.526044660E-02
5.375537550E-01	3.542700520E-02
5.400540050E-01	3.559366020E-02
5.425542550E-01	3.576041030E-02
5.450545050E-01	3.592725420E-02
5.475547550E-01	3.609419050E-02
5.500550060E-01	3.625590110E-02
5.525552560E-01	3.641143860E-02
5.550555060E-01	3.656723720E-02
5.575557560E-01	3.672329360E-02
5.600560060E-01	3.687960450E-02
5.625562560E-01	3.703616660E-02
5.650565060E-01	3.719297690E-02
5.675567560E-01	3.735003220E-02
5.700570060E-01	3.750732930E-02
5.725572560E-01	3.766486540E-02
5.750575060E-01	3.782263730E-02
5.775577560E-01	3.798064220E-02
5.800580060E-01	3.813887710E-02
5.825582560E-01	3.829733930E-02
5.850585060E-01	3.845602580E-02
5.875587560E-01	3.861493400E-02
5.900590060E-01	3.877406100E-02
5.925592560E-01	3.893340430E-02
5.950595060E-01	3.909296120E-02
5.975597560E-01	3.925272900E-02
6.000600060E-01	3.941270530E-02
6.025602560E-01	3.959858260E-02
6.050605060E-01	3.978482180E-02
6.075607560E-01	3.997118540E-02
6.100610060E-01	4.015767190E-02
6.125612560E-01	4.034427950E-02
6.150615060E-01	4.053100650E-02
6.175617560E-01	4.071785130E-02
6.200620060E-01	4.090481220E-02
6.225622560E-01	4.109188780E-02
6.250625060E-01	4.127907640E-02
6.275627560E-01	4.146637640E-02
6.300630060E-01	4.165378650E-02
6.325632560E-01	4.184130510E-02
6.350635060E-01	4.202893070E-02
6.375637560E-01	4.221666200E-02
6.400640060E-01	4.240449750E-02
6.425642560E-01	4.259243580E-02
6.450645060E-01	4.278047570E-02
6.475647560E-01	4.296861570E-02
6.500650070E-01	4.315685460E-02
6.525652570E-01	4.333383890E-02
6.550655070E-01	4.350069980E-02
6.575657570E-01	4.366757970E-02
6.600660070E-01	4.383447830E-02
6.625662570E-01	4.400139550E-02
6.650665070E-01	4.416833100E-02
6.675667570E-01	4.433528460E-02
6.700670070E-01	4.450225620E-02
6.725672570E-01	4.466924540E-02
6.750675070E-01	4.483625220E-02
6.775677570E-01	4.500327630E-02
6.800680070E-01	4.517031750E-02
6.825682570E-01	4.533737560E-02
6.850685070E-01	4.550445050E-02
6.875687570E-01	4.567154200E-02
6.900690070E-01	4.583864980E-02
6.925692570E-01	4.600577390E-02
6.950695070E-01	4.617291400E-02
6.975697570E-01	4.634007000E-02
7.000700070E-01	4.650724160E-02
7.025702570E-01	4.666702000E-02
7.050705070E-01	4.682206290E-02
7.075707570E-01	4.697729850E-02
7.100710070E-01	4.713272490E-02
7.125712570E-01	4.728834040E-02
7.150715070E-01	4.744414290E-02
7.175717570E-01	4.760013070E-02
7.200720070E-01	4.775630190E-02
7.225722570E-01	4.791265490E-02
7.250725070E-01	4.806918770E-02
7.275727570E-01	4.822589860E-02
7.300730070E-01	4.838278600E-02
7.325732570E-01	4.853984800E-02
7.350735070E-01	4.869708300E-02
7.375737570E-01	4.885448940E-02
7.400740070E-01	4.901206550E-02
7.425742570E-01	4.916980960E-02
7.450745070E-01	4.932772010E-02
7.475747570E-01	4.948579550E-02
7.500750080E-01	4.964404710E-02
7.525752580E-01	4.980257710E-02
7.550755080E-01	4.996130150E-02
7.575757580E-01	5.012021860E-02
7.600760080E-01	5.027932650E-02
7.625762580E-01	5.043862350E-02
7.650765080E-01	5.059810760E-02
7.675767580E-01	5.075777730E-02
7.700770080E-01	5.091763060E-02
7.725772580E-01	5.107766600E-02
7.750775080E-01	5.123788160E-02
7.775777580E-01	5.139827590E-02
7.800780080E-01	5.155884710E-02
7.825782580E-01	5.171959360E-02
7.850785080E-01	5.188051370E-02
7.875787580E-01	5.204160590E-02
7.900790080E-01	5.220605530E-02
7.925792580E-01	5.237445440E-02
7.950795080E-01	5.254292770E-02
7.975797580E-01	5.271147450E-02
8.000800080E-01	5.288009410E-02
8.025802580E-01	5.304878570E-02
8.050805080E-01	5.321754860E-02
8.075807580E-01	5.338638230E-02
8.100810080E-01	5.355528600E-02
8.125812580E-01	5.372425900E-02
8.150815080E-01	5.389330080E-02
8.175817580E-01	5.406241060E-02
8.200820080E-01	5.423158790E-02
8.225822580E-01	5.440083200E-02
8.250825080E-01	5.457014220E-02
8.275827580E-01	5.473951810E-02
8.300830080E-01	5.492627870E-02
8.325832580E-01	5.511775920E-02
8.350835080E-01	5.530933130E-02
8.375837580E-01	5.550099390E-02
8.400840080E-01	5.569274620E-02
8.425842580E-01	5.588458730E-02
8.450845080E-01	5.607651610E-02
8.475847580E-01	5.626853190E-02
8.500850090E-01	5.646063370E-02
8.525852590E-01	5.665282070E-02
8.550855090E-01	5.684509200E-02
8.575857590E-01	5.703744670E-02
8.600860090E-01	5.722988400E-02
8.625862590E-01	5.742240310E-02
8.650865090E-01	5.761500310E-02
8.675867590E-01	5.780768330E-02
8.700870090E-01	5.800044290E-02
8.725872590E-01	5.819328090E-02
8.750875090E-01	5.838619680E-02
8.775877590E-01	5.857787750E-02
8.800880090E-01	5.875618480E-02
8.825882590E-01	5.893452310E-02
8.850885090E-01	5.911289220E-02
8.875887590E-01	5.929129180E-02
8.900890090E-01	5.946972160E-02
8.925892590E-01	5.964818130E-02
8.950895090E-01	5.982667070E-02
8.975897590E-01	6.000518950E-02
9.000900090E-01	6.018373740E-02
9.025902590E-01	6.036231420E-02
9.050905090E-01	6.054091960E-02
9.075907590E-01	6.071955340E-02
9.100910090E-01	6.089821530E-02
9.125912590E-01	6.107690510E-02
9.150915090E-01	6.125562250E-02
9.175917590E-01	6.143436730E-02
9.200920090E-01	6.161313930E-02
9.225922590E-01	6.184971690E-02
9.250925090E-01	6.208688770E-02
9.275927590E-01	6.232407600E-02
9.300930090E-01	6.256128150E-02
9.325932590E-01	6.279850410E-02
9.350935090E-01	6.303574340E-02
9.375937590E-01	6.327299940E-02
9.400940090E-01	6.351027180E-02
9.425942590E-01	6.374756050E-02
9.450945090E-01	6.398486530E-02
9.475947590E-01	6.422218590E-02
9.500950100E-01	6.445952230E-02
9.525952600E-01	6.469687430E-02
9.550955100E-01	6.493424160E-02
9.575957600E-01	6.517162420E-02
9.600960100E-01	6.540902180E-02
9.625962600E-01	6.564643430E-02
9.650965100E-01	6.587110140E-02
9.675967600E-01	6.605724810E-02
9.700970100E-01	6.624340440E-02
9.725972600E-01	6.642957010E-02
9.750975100E-01	6.661574530E-02
9.775977600E-01	6.680192980E-02
9.800980100E-01	6.698812360E-02
9.825982600E-01	6.717432660E-02
9.850985100E-01	6.736053870E-02
9.875987600E-01	6.754675990E-02
9.900990100E-01	6.773299000E-02
9.925992600E-01	6.791922900E-02
9.950995100E-01	6.810547680E-02
9.975997600E-01	6.829173330E-02
1.000100010E+00	6.847799860E-02
1.002600260E+00	6.866427240E-02
1.005100510E+00	6.885055470E-02
1.007600760E+00	6.903684560E-02
1.010101010E+00	6.922314480E-02
1.012601260E+00	6.940945230E-02
1.015101510E+00	6.959576810E-02
1.017601760E+00	6.978209210E-02
1.020102010E+00	6.996842430E-02
1.022602260E+00	7.015476450E-02
1.025102510E+00	7.034111270E-02
1.027602760E+00	7.052746880E-02
1.030103010E+00	7.071383280E-02
1.032603260E+00	7.090020460E-02
1.035103510E+00	7.108658420E-02
1.037603760E+00	7.127297140E-02
1.040104010E+00	7.145936630E-02
1.042604260E+00	7.164576870E-02
1.045104510E+00	7.183217870E-02
1.047604760E+00	7.201328580E-02
1.050105010E+00	7.218866840E-02
1.052605260E+00	7.236411910E-02
1.055105510E+00	7.253963750E-02
1.057605760E+00	7.271522310E-02
1.060106010E+00	7.289087540E-02
1.062606260E+00	7.306659390E-02
1.065106510E+00	7.324237820E-02
1.067606760E+00	7.341822770E-02
1.070107010E+00	7.359414200E-02
1.072607260E+00	7.377012070E-02
1.075107510E+00	7.394616320E-02
1.077607760E+00	7.412226910E-02
1.080108010E+00	7.429843800E-02
1.082608260E+00	7.447466950E-02
1.085108510E+00	7.465096300E-02
1.087608760E+00	7.482731810E-02
1.090109010E+00	7.500373450E-02
1.092609260E+00	7.518021160E-02
1.095109510E+00	7.535674910E-02
1.097609760E+00	7.551650600E-02
1.100110010E+00	7.566253900E-02
1.102610260E+00	7.580861200E-02
1.105110510E+00	7.595472500E-02
1.107610760E+00	7.610087750E-02
1.110111010E+00	7.624706940E-02
1.112611260E+00	7.639330050E-02
1.115111510E+00	7.653957060E-02
1.117611760E+00	7.668587930E-02
1.120112010E+00	7.683222660E-02
1.122612260E+00	7.697861210E-02
1.125112510E+00	7.712503580E-02
1.127612760E+00	7.727149720E-02
1.130113010E+00	7.741799630E-02
1.132613260E+00	7.756453280E-02
1.135113510E+00	7.771110650E-02
1.137613760E+00	7.785771720E-02
1.140114010E+00	7.800436470E-02
1.142614260E+00	7.815104880E-02
1.145114510E+00	7.829776920E-02
1.147614760E+00	7.847599980E-02
1.150115010E+00	7.867341310E-02
1.152615260E+00	7.887082690E-02
1.155115510E+00	7.906824100E-02
1.157615760E+00	7.926565550E-02
1.160116010E+00	7.946307040E-02
1.162616260E+00	7.966048570E-02
1.165116510E+00	7.985790130E-02
1.167616760E+00	8.005531730E-02
1.170117010E+00	8.025273360E-02
1.172617260E+00	8.045015040E-02
1.175117510E+00	8.064756750E-02
1.177617760E+00	8.084498490E-02
1.180118010E+00	8.104240270E-02
1.182618260E+00	8.123982090E-02
1.185118510E+00	8.143723940E-02
1.187618760E+00	8.163465820E-02
1.190119010E+00	8.183207740E-02
1.192619260E+00	8.202949700E-02
1.195119510E+00	8.222691690E-02
1.197619760E+00	8.242433710E-02
1.200120010E+00	8.262175770E-02
1.202620260E+00	8.281917860E-02
1.205120510E+00	8.301659980E-02
1.207620760E+00	8.321402130E-02
1.210121010E+00	8.341144320E-02
1.212621260E+00	8.360909410E-02
1.215121510E+00	8.380823510E-02
1.217621760E+00	8.400738010E-02
1.220122010E+00	8.420652910E-02
1.222622260E+00	8.440568210E-02
1.225122510E+00	8.460483910E-02
1.227622760E+00	8.480400000E-02
1.230123010E+00	8.500316480E-02
1.232623260E+00	8.520233350E-02
1.235123510E+00	8.540150610E-02
1.237623760E+00	8.560068250E-02
1.240124010E+00	8.579986260E-02
1.242624260E+00	8.599904660E-02
1.245124510E+00	8.619823430E-02
1.247624760E+00	8.639742570E-02
1.250125010E+00	8.659662090E-02
1.252625260E+00	8.679581970E-02
1.255125510E+00	8.699502210E-02
1.257625760E+00	8.719323270E-02
1.260126010E+00	8.737212310E-02
1.262626260E+00	8.755101540E-02
1.265126510E+00	8.772990930E-02
1.267626760E+00	8.790880500E-02
1.270127010E+00	8.808770240E-02
1.272627260E+00	8.826660150E-02
1.275127510E+00	8.844550230E-02
1.277627760E+00	8.862440480E-02
1.280128010E+00	8.880330890E-02
1.282628260E+00	8.898221480E-02
1.285128510E+00	8.916112220E-02
1.287628760E+00	8.934003140E-02
1.290129010E+00	8.951894220E-02
1.292629260E+00	8.969785460E-02
1.295129510E+00	8.987676860E-02
1.297629760E+00	9.005568420E-02
1.300130010E+00	9.023460150E-02
1.302630260E+00	9.041352030E-02
1.305130510E+00	9.059244070E-02
1.307630760E+00	9.078783990E-02
1.310131010E+00	9.100012400E-02
1.312631260E+00	9.121240870E-02
1.315131510E+00	9.142469390E-02
1.317631760E+00	9.163697960E-02
1.320132010E+00	9.184926580E-02
1.322632260E+00	9.206155250E-02
1.325132510E+00	9.227383980E-02
1.327632760E+00	9.248612750E-02
1.330133010E+00	9.269841570E-02
1.332633260E+00	9.291070450E-02
1.335133510E+00	9.312299370E-02
1.337633760E+00	9.333528340E-02
1.340134010E+00	9.354757360E-02
1.342634260E+00	9.376351860E-02
1.345134510E+00	9.398278190E-02
1.347634760E+00	9.420205970E-02
1.350135010E+00	9.442135190E-02
1.352635260E+00	9.464065830E-02
1.355135510E+00	9.485997900E-02
1.357635760E+00	9.507931380E-02
1.360136010E+00	9.529866250E-02
1.362636260E+00	9.551802520E-02
1.365136510E+00	9.573740160E-02
1.367636760E+00	9.595679180E-02
1.370137010E+00	9.617619560E-02
1.372637260E+00	9.639561290E-02
1.375137510E+00	9.661504360E-02
1.377637760E+00	9.683448770E-02
1.380138010E+00	9.705394500E-02
1.382638260E+00	9.727341550E-02
1.385138510E+00	9.749289900E-02
1.387638760E+00	9.766559680E-02
1.390139010E+00	9.783323870E-02
1.392639260E+00	9.800091100E-02
1.395139510E+00	9.816861360E-02
1.397639760E+00	9.833634620E-02
1.400140010E+00	9.850410890E-02
1.402640260E+00	9.867190130E-02
1.405140510E+00	9.883972340E-02
1.407640760E+00	9.900757500E-02
1.410141010E+00	9.917545600E-02
1.412641260E+00	9.934336610E-02
1.415141510E+00	9.951130530E-02
1.417641760E+00	9.967927340E-02
1.420142010E+00	9.984727030E-02
1.422642260E+00	1.000152960E-01
1.425142510E+00	1.001833500E-01
1.427642760E+00	1.003514320E-01
1.430143010E+00	1.005195430E-01
1.432643260E+00	1.007471790E-01
1.435143510E+00	1.009762240E-01
1.437643760E+00	1.012052780E-01
1.440144010E+00	1.014343430E-01
1.442644260E+00	1.016634170E-01
1.445144510E+00	1.018925000E-01
1.447644760E+00	1.021215930E-01
1.450145010E+00	1.023506960E-01
1.452645260E+00	1.025798070E-01
1.455145510E+00	1.028089290E-01
1.457645760E+00	1.030380590E-01
1.460146010E+00	1.032671990E-01
1.462646260E+00	1.034963480E-01
1.465146510E+00	1.037157140E-01
1.467646760E+00	1.039194440E-01
1.470147010E+00	1.041231810E-01
1.472647260E+00	1.043269250E-01
1.475147510E+00	1.045306740E-01
1.477647760E+00	1.047344300E-01
1.480148010E+00	1.049381930E-01
1.482648260E+00	1.051419610E-01
1.485148510E+00	1.053457350E-01
1.487648760E+00	1.055495160E-01
1.490149010E+00	1.057533030E-01
1.492649260E+00	1.059570960E-01
1.495149510E+00	1.061608950E-01
1.497649760E+00	1.063647000E-01
1.500150020E+00	1.065685110E-01
1.502650270E+00	1.067723270E-01
1.505150520E+00	1.069761500E-01
1.507650770E+00	1.071799790E-01
1.510151020E+00	1.073838130E-01
1.512651270E+00	1.075876530E-01
1.515151520E+00	1.077914990E-01
1.517651770E+00	1.079953510E-01
1.520152020E+00	1.081992080E-01
1.522652270E+00	1.084030710E-01
1.525152520E+00	1.086069400E-01
1.527652770E+00	1.088108140E-01
1.530153020E+00	1.090146940E-01
1.532653270E+00	1.092185790E-01
1.535153520E+00	1.094224700E-01
1.537653770E+00	1.096263660E-01
1.540154020E+00	1.098302680E-01
1.542654270E+00	1.100341750E-01
1.545154520E+00	1.102063800E-01
1.547654770E+00	1.103785830E-01
1.550155020E+00	1.105508190E-01
1.552655270E+00	1.107230860E-01
1.555155520E+00	1.108953850E-01
1.557655770E+00	1.110677150E-01
1.560156020E+00	1.112400770E-01
1.562656270E+00	1.114124690E-01
1.565156520E+00	1.115848930E-01
1.567656770E+00	1.117573470E-01
1.570157020E+00	1.119298330E-01
1.572657270E+00	1.121023480E-01
1.575157520E+00	1.122748940E-01
1.577657770E+00	1.124474710E-01
1.580158020E+00	1.126200770E-01
1.582658270E+00	1.127927140E-01
1.585158520E+00	1.129663130E-01
1.587658770E+00	1.131399850E-01
1.590159020E+00	1.133137110E-01
1.592659270E+00	1.134874900E-01
1.595159520E+00	1.136613220E-01
1.597659770E+00	1.138352070E-01
1.600160020E+00	1.140091450E-01
1.602660270E+00	1.141831360E-01
1.605160520E+00	1.143571790E-01
1.607660770E+00	1.145312740E-01
1.610161020E+00	1.147054200E-01
1.612661270E+00	1.148796190E-01
1.615161520E+00	1.150538680E-01
1.617661770E+00	1.152281690E-01
1.620162020E+00	1.154025210E-01
1.622662270E+00	1.155769230E-01
1.625162520E+00	1.157784760E-01
1.627662770E+00	1.159811150E-01
1.630163020E+00	1.161837760E-01
1.632663270E+00	1.163864590E-01
1.635163520E+00	1.165891640E-01
1.637663770E+00	1.167918900E-01
1.640164020E+00	1.169946380E-01
1.642664270E+00	1.171974070E-01
1.645164520E+00	1.174001970E-01
1.647664770E+00	1.176030090E-01
1.650165020E+00	1.178058410E-01
1.652665270E+00	1.180086940E-01
1.655165520E+00	1.182115680E-01
1.657665770E+00	1.184144620E-01
1.660166020E+00	1.186173780E-01
1.662666270E+00	1.188203130E-01
1.665166520E+00	1.190232690E-01
1.667666770E+00	1.192262450E-01
1.670167020E+00	1.194306130E-01
1.672667270E+00	1.196355290E-01
1.675167520E+00	1.198404620E-01
1.677667770E+00	1.200454140E-01
1.680168020E+00	1.202503830E-01
1.682668270E+00	1.204553710E-01
1.685168520E+00	1.206603760E-01
1.687668770E+00	1.208653990E-01
1.690169020E+00	1.210704400E-01
1.692669270E+00	1.212754980E-01
1.695169520E+00	1.214805730E-01
1.697669770E+00	1.216856660E-01
1.700170020E+00	1.218907770E-01
1.702670270E+00	1.220959040E-01
1.705170520E+00	1.223010490E-01
1.707670770E+00	1.225062100E-01
1.710171020E+00	1.227113890E-01
1.712671270E+00	1.229165840E-01
1.715171520E+00	1.230777090E-01
1.717671770E+00	1.232308710E-01
1.720172020E+00	1.233840990E-01
1.722672270E+00	1.235373910E-01
1.725172520E+00	1.236907480E-01
1.727672770E+00	1.238441700E-01
1.730173020E+00	1.239976560E-01
1.732673270E+00	1.241512050E-01
1.735173520E+00	1.243048190E-01
1.737673770E+00	1.244584960E-01
1.740174020E+00	1.246122360E-01
1.742674270E+00	1.247660390E-01
1.745174520E+00	1.249199050E-01
1.747674770E+00	1.250738340E-01
1.750175020E+00	1.252278250E-01
1.752675270E+00	1.253818780E-01
1.755175520E+00	1.255359920E-01
1.757675770E+00	1.257179330E-01
1.760176020E+00	1.259271360E-01
1.762676270E+00	1.261363590E-01
1.765176520E+00	1.263456040E-01
1.767676770E+00	1.265548690E-01
1.770177020E+00	1.267641560E-01
1.772677270E+00	1.269734630E-01
1.775177520E+00	1.271827900E-01
1.777677770E+00	1.273921390E-01
1.780178020E+00	1.276015070E-01
1.782678270E+00	1.278108960E-01
1.785178520E+00	1.280203060E-01
1.787678770E+00	1.282297350E-01
1.790179020E+00	1.284391840E-01
1.792679270E+00	1.286486530E-01
1.795179520E+00	1.288581430E-01
1.797679770E+00	1.290676510E-01
1.800180020E+00	1.292762560E-01
1.802680270E+00	1.294801500E-01
1.805180520E+00	1.296840440E-01
1.807680770E+00	1.298879400E-01
1.810181020E+00	1.300918370E-01
1.812681270E+00	1.302957350E-01
1.815181520E+00	1.304996330E-01
1.817681770E+00	1.307035330E-01
1.820182020E+00	1.309074330E-01
1.822682270E+00	1.311113350E-01
1.825182520E+00	1.313152380E-01
1.827682770E+00	1.315191410E-01
1.830183020E+00	1.317230450E-01
1.832683270E+00	1.319269510E-01
1.835183520E+00	1.321308570E-01
1.837683770E+00	1.323347640E-01
1.840184020E+00	1.325386730E-01
1.842684270E+00	1.327425820E-01
1.845184520E+00	1.329464920E-01
1.847684770E+00	1.331504030E-01
1.850185020E+00	1.333543150E-01
1.852685270E+00	1.335582280E-01
1.855185520E+00	1.337621410E-01
1.857685770E+00	1.339660560E-01
1.860186020E+00	1.341699710E-01
1.862686270E+00	1.343738880E-01
1.865186520E+00	1.345778050E-01
1.867686770E+00	1.347817230E-01
1.870187020E+00	1.349856430E-01
1.872687270E+00	1.351895630E-01
1.875187520E+00	1.353934830E-01
1.877687770E+00	1.355974050E-01
1.880188020E+00	1.358013280E-01
1.882688270E+00	1.360052510E-01
1.885188520E+00	1.362091760E-01
1.887688770E+00	1.364131010E-01
1.890189020E+00	1.366429300E-01
1.892689270E+00	1.368820460E-01
1.895189520E+00	1.371211610E-01
1.897689770E+00	1.373602770E-01
1.900190020E+00	1.375993920E-01
1.902690270E+00	1.378385080E-01
1.905190520E+00	1.380776240E-01
1.907690770E+00	1.383167390E-01
1.910191020E+00	1.385558550E-01
1.912691270E+00	1.387949710E-01
1.915191520E+00	1.390340870E-01
1.917691770E+00	1.392732020E-01
1.920192020E+00	1.395123180E-01
1.922692270E+00	1.397514340E-01
1.925192520E+00	1.399905500E-01
1.927692770E+00	1.402296660E-01
1.930193020E+00	1.404687820E-01
1.932693270E+00	1.407078980E-01
1.935193520E+00	1.409208230E-01
1.937693770E+00	1.411205890E-01
1.940194020E+00	1.413203550E-01
