% Column 0: Length, mm
% Column 1: |E|, V/m
0.00000000e+000	0.00000000e+000	
1.00100100e-001	0.00000000e+000	
2.00200200e-001	0.00000000e+000	
3.00300300e-001	0.00000000e+000	
4.00400400e-001	0.00000000e+000	
5.00500501e-001	0.00000000e+000	
6.00600601e-001	0.00000000e+000	
7.00700701e-001	0.00000000e+000	
8.00800801e-001	0.00000000e+000	
9.00900901e-001	0.00000000e+000	
1.00100100e+000	0.00000000e+000	
1.10110110e+000	0.00000000e+000	
1.20120120e+000	0.00000000e+000	
1.30130130e+000	0.00000000e+000	
1.40140140e+000	0.00000000e+000	
1.50150150e+000	0.00000000e+000	
1.60160160e+000	0.00000000e+000	
1.70170170e+000	0.00000000e+000	
1.80180180e+000	0.00000000e+000	
1.90190190e+000	0.00000000e+000	
2.00200200e+000	0.00000000e+000	
2.10210210e+000	0.00000000e+000	
2.20220220e+000	0.00000000e+000	
2.30230230e+000	0.00000000e+000	
2.40240240e+000	0.00000000e+000	
2.50250250e+000	0.00000000e+000	
2.60260260e+000	0.00000000e+000	
2.70270270e+000	0.00000000e+000	
2.80280280e+000	0.00000000e+000	
2.90290290e+000	0.00000000e+000	
3.00300300e+000	0.00000000e+000	
3.10310310e+000	0.00000000e+000	
3.20320320e+000	0.00000000e+000	
3.30330330e+000	0.00000000e+000	
3.40340340e+000	0.00000000e+000	
3.50350350e+000	0.00000000e+000	
3.60360360e+000	0.00000000e+000	
3.70370370e+000	0.00000000e+000	
3.80380380e+000	0.00000000e+000	
3.90390390e+000	0.00000000e+000	
4.00400400e+000	0.00000000e+000	
4.10410410e+000	0.00000000e+000	
4.20420420e+000	0.00000000e+000	
4.30430430e+000	0.00000000e+000	
4.40440440e+000	0.00000000e+000	
4.50450450e+000	0.00000000e+000	
4.60460460e+000	0.00000000e+000	
4.70470470e+000	0.00000000e+000	
4.80480480e+000	0.00000000e+000	
4.90490490e+000	0.00000000e+000	
5.00500501e+000	0.00000000e+000	
5.10510511e+000	0.00000000e+000	
5.20520521e+000	0.00000000e+000	
5.30530531e+000	0.00000000e+000	
5.40540541e+000	0.00000000e+000	
5.50550551e+000	0.00000000e+000	
5.60560561e+000	0.00000000e+000	
5.70570571e+000	0.00000000e+000	
5.80580581e+000	0.00000000e+000	
5.90590591e+000	0.00000000e+000	
6.00600601e+000	0.00000000e+000	
6.10610611e+000	0.00000000e+000	
6.20620621e+000	0.00000000e+000	
6.30630631e+000	0.00000000e+000	
6.40640641e+000	0.00000000e+000	
6.50650651e+000	0.00000000e+000	
6.60660661e+000	0.00000000e+000	
6.70670671e+000	0.00000000e+000	
